,adapt,avg_rate,first_isi,isi_cv,latency,mean_isi,median_isi,stim_amp,threshold_v,peak_v,trough_v,fast_trough_v,adp_v,width,upstroke_downstroke_ratio,peak_t,fast_trough_t,trough_t,rheo_first_isi,v_baseline,rheobase_i,fi_fit_slope,sag,vm_for_sag,input_resistance,tau
2019_11_28_0038.nwb,0.023209681528358644,5.625,0.048000000000000015,0.10529607925849256,0.0189,0.05755625,0.05817499999999995,100.0,-42.022705078125,22.186279296875,-53.5888671875,-45.41015625,,0.002799999999999997,2.5479143811558163,0.2262,0.23695,0.3125,0.1911,-73.49341167103161,50.0,0.02125000000000001,0.4303005039691925,-72.6318359375,17.914123535156243,
2019_11_26_0019.nwb,,0.625,,,0.33344999999999997,,,250.0,-46.08154296875,35.94970703125,-75.927734375,-44.61669921875,,0.0014500000000000068,2.082864182598711,0.3426,0.34655,0.8108,,-70.33720888410296,200.0,0.013749997634887809,0.8622690439224243,-74.554443359375,6.839904785156123,
2019_11_28_0016.nwb,,0.625,,,0.20255,,,150.0,-32.745361328125,17.88330078125,-65.73486328125,-35.82763671875,,0.004500000000000004,1.8549503354211747,0.2142,0.22465,0.86585,,-56.66375132969448,100.0,0.012499999055408235,2.0879929065704346,-64.02587890625,18.688354492187404,
2019_11_26_0037.nwb,0.019397194867204,1.875,0.08215,0.019397194867204,0.059199999999999975,0.08377500000000002,0.08377500000000002,100.0,-43.792724609375,31.1279296875,-69.24437713623047,-53.436279296875,,0.0015999999999999903,1.9655972246718858,0.482,0.49435,0.8595,,-66.25603771209717,50.0,0.005803569774238577,1.7895349264144897,-68.4814453125,31.44470214843728,
19o10045.nwb,0.0017733498798029618,11.25,0.025349999999999984,0.09538556043744818,0.0022999999999999965,0.02811764705882353,0.027700000000000002,150.0,-46.539306640625,25.390625,-49.285888671875,-47.637939453125,,0.0010499999999999954,1.3334359247217362,0.2365,0.2394,0.25085,0.03725000000000003,-67.54063479105632,100.0,0.057499999999999996,0.20429885387420654,-69.15283203125,9.680480957030914,
2019_11_04_0083.nwb,0.002804022551270524,14.375,0.0204,0.031224991289426775,0.017549999999999982,0.021461363636363636,0.02157500000000001,200.0,-38.14697265625,13.153076171875,-55.603023529052734,-55.450439453125,,0.00045000000000000595,0.6749227119227625,0.2026,0.2042,0.2044,0.03284999999999999,-61.80336332321167,150.0,0.1078571373847377,0.9037383794784546,-61.737060546875,2.82745361328101,
2019_11_26_0094.nwb,0.003641280161925101,4.375,0.07680000000000001,0.04049892703863104,0.014399999999999996,0.07775833333333333,0.07870000000000008,200.0,-46.44775390625,36.1328125,-52.1240234375,-48.4619140625,,0.0018500000000000183,2.543731189664844,0.34025,0.35015,0.3804,0.15184999999999998,-60.150864664713545,150.0,0.0242857130525547,0.9980449080467224,-65.85693359375,12.399902343750231,
19o10054.nwb,0.0009172110025896704,8.75,0.031450000000000006,0.06108713903850972,0.018349999999999977,0.03443461538461539,0.03400000000000003,150.0,-40.069580078125,22.430419921875,-45.257568359375,-40.4052734375,,0.0010499999999999954,1.4334647141834334,0.2395,0.2425,0.2625,0.060799999999999965,-58.04334907531738,100.0,0.04241071245621633,1.0123611688613892,-69.27490234375,5.4827880859371705,
2019_11_26_0110.nwb,-0.011009671593712534,4.375,0.08074999999999999,0.05911166073077054,0.03985,0.07221666666666667,0.07167500000000004,350.0000305175781,-31.585691452026367,22.003173828125,-36.285400390625,-33.660888671875,,0.0016999999999999793,1.8700225561103379,0.3306,0.3365,0.3726,0.11215000000000003,-58.008121490478516,300.0,0.03125000127156191,0.7274461388587952,-66.40625,9.606323242186896,
2019_11_28_0079.nwb,-0.016395205611082424,2.5,0.14255,0.02813132510746979,0.037349999999999994,0.13723333333333335,0.13564999999999994,400.0,-28.778076171875,42.388916015625,-40.435791015625,-34.5458984375,,0.0014500000000000068,1.6445209523244468,0.20105,0.2041,0.301,0.4791500000000001,-60.53253885904948,350.0000305175781,0.03750002288819765,3.6152515411376953,-65.093994140625,3.572235107421904,
2019_11_28_0119.nwb,0.007466561151521077,14.375,0.01654999999999998,0.07739286611844592,0.011099999999999999,0.018797727272727275,0.018924999999999997,150.0,-35.736083984375,17.913818359375,-58.624263763427734,-58.4716796875,,0.0009000000000000119,0.8996367705586917,0.23105,0.23365,0.2339,0.02560000000000001,-67.79228973388672,100.0,0.047500000000000035,2.404479503631592,-61.218257904052734,5.279846191406033,
2019_11_04_0128.nwb,0.012074835978690837,3.125,0.08589999999999998,0.08646529857730911,0.0816,0.09522499999999999,0.09327499999999997,100.0,-48.065181732177734,20.599365234375,-58.135986328125,-55.450439453125,-54.412841796875,0.0010000000000000009,1.2279233505928153,0.21005,0.21225,0.282,0.27495,-59.680742502212524,50.0,0.025595237098313104,111.01310729980469,-60.882568359375,20.98815917968706,
19o10065.nwb,0.017297253899613386,3.125,0.09134999999999999,0.042094004032588915,0.057499999999999996,0.09801249999999999,0.09957499999999997,250.0,-35.003662109375,28.50341796875,-50.84228515625,-41.6259765625,,0.0015999999999999903,1.6869946779360716,0.2089,0.2124,0.28155,0.2905,-69.3516440672033,200.0,0.023749998321532687,1.1050348281860352,-74.03564453125,6.322631835937131,
2019_11_28_0127.nwb,0.04229526577852443,2.5,0.021300000000000013,0.09823808765165541,0.016349999999999976,0.022233333333333345,0.021300000000000013,200.0,-37.689208984375,20.782470703125,-54.901123046875,-54.8095703125,,0.0011000000000000176,1.1445998941274056,0.20235,0.2053,0.20575,0.030299999999999994,-63.96976165771484,150.0,0.006249999999999996,1.1240428686141968,-63.293453216552734,16.265106201171637,
2019_11_28_0090.nwb,-0.008206777823177747,3.125,0.126,0.06515926129297706,0.007699999999999985,0.11732500000000001,0.11912500000000001,350.0000305175781,-27.435302734375,36.31591796875,-33.203125,-31.06689453125,,0.0014000000000000123,1.6023081606523606,0.28855,0.2917,0.3827,0.29125,-61.003997294108075,300.0,0.03125000127156192,316.7479553222656,-66.925048828125,8.016357421874368,
2019_11_26_0103.nwb,0.02567984898965311,2.5,0.11915,0.04652782246936661,0.007800000000000001,0.12753333333333333,0.13139999999999996,200.0,-44.61669921875,40.0390625,-52.734375,-49.652099609375,,0.0019000000000000128,2.7105683356285835,0.3272,0.33875,0.37685,0.23665000000000003,-62.18612009684245,150.0,0.018928570392634365,94.65738677978516,-67.169189453125,20.6233215332029,
2019_11_04_0098.nwb,0.0033181900471491413,10.625,0.027700000000000002,0.03754375780215096,0.007349999999999995,0.03005,0.030475000000000002,100.0,-44.586181640625,14.892578125,-62.469482421875,-62.3779296875,,0.0007500000000000007,0.9020459316022148,0.2393,0.24135,0.2415,0.06484999999999999,-67.3566650390625,50.0,0.040656334150894924,0.6232247948646545,-58.9599609375,32.37258911132775,
2019_11_28_0054.nwb,0.002493258708415503,5.0,0.06354999999999997,0.07189468620674808,0.027499999999999997,0.059392857142857136,0.058699999999999974,100.0,-41.07666015625,22.796630859375,-49.468994140625,-45.22705078125,,0.0030000000000000027,2.5929758267485994,0.2069,0.21695,0.27635,0.12585,-75.5977651422674,50.0,0.03375000000000002,41.66737747192383,-71.19750213623047,29.18060302734328,
2019_11_26_0006.nwb,0.01926739009900719,6.875,0.036250000000000004,0.10704082044088983,0.003949999999999981,0.047285,0.048099999999999976,100.0,-47.30224609375,15.93017578125,-52.1240234375,-50.567626953125,,0.002899999999999986,2.9109798173708192,0.2021,0.22005,0.23525,0.056849999999999984,-70.61293411254883,50.0,0.010000000000000002,0.15489526093006134,-67.44384765625,58.65554809570269,
19o10010.nwb,0.016955219672720633,4.375,0.06555,0.0679743380160433,0.0041999999999999815,0.06876666666666667,0.06747500000000001,250.0,-44.097900390625,15.869140625,-50.23193359375,-47.698974609375,,0.0014500000000000068,1.6286354725544023,0.21505,0.2192,0.248,0.11195,-62.695531368255615,200.0,0.028214282861826187,0.8613957762718201,-69.4580078125,6.997070312499921,
2019_11_04_0001.nwb,0.012325461899802416,4.375,0.06630000000000003,0.06447589041069281,0.03849999999999998,0.073275,0.07362500000000002,150.0,-40.802001953125,28.6865234375,-48.065181732177734,-43.88427734375,,0.0017500000000000016,1.9200935717296075,0.2213,0.22585,0.2616,0.11630000000000001,-61.01529157161713,100.0,0.026339284429744626,1.3708784580230713,-68.023681640625,18.057250976562248,
